,Headlines,label
5586,United States Senator Ted Kennedy rushed to the hospital,-1
2236,Blackwater Changes Its Name to Xe,-1
10344,Demolition to resume at New York skyscraper damaged by 9/11 after deadly fire,-1
15580,Australian man threatens to shoot down chopper with tomato-bazooka,-1
11727,Creationist who threatened biologists threatened others at university,-1
7523,Ali Bongo sworn in as president of Gabon,-1
13878,Profit Decline at Nokia Comes With a Warning,-1
5420,"DHS relies on Wikipedia for asylum information, appeals court rules against use",-1
12466,Demonstrators and police clash at IMF meetings in Istanbul,-1
1934,VW and Porsche Merger Is Back on Track,-1
5666,New Bid to Find Missing Ex-F.B.I. Agent,-1
8891,"Iran, Turkey, Brazil reach nuclear agreement",-1
7400,Australia records hottest year on record,-1
2916,Apple concerned with iPhone icons' alleged misuse,-1
2149,"State Cuts Delay U.S. Benefits, Official Says",-1
9436,"UK's Labour government faces cabinet resignations, electoral defeat",-1
4413,"As Rodriguez Went Pro, His Teammate Went to College",-1
6175,"Victoria, Australia Police investigate suspicious fire near rural town",-1
13527,Quake measuring 6.9 off Japan's Honshū coast,-1
8763,UN claims over a quarter million human trafficking victims in EU,-1
9060,"Militants, pirates may fight over Saudi oil tanker",-1
7605,White House Changes the Terms of a Campaign Pledge About Posting Bills Online,-1
2392,Madagascar Reaches Showdown for Control,-1
6941,Obama Seeks Accord With Military on Iraq,-1
15287,Radio host sacked threatened freedom of speech in Hong Kong,-1
1449,Son of poet Sylvia Plath commits suicide,-1
8582,Australian National Archives release Loans Affair documents,-1
9355,Sex of recently-born panda still a mystery,-1
7292,Dion leads Ignatieff heading into final ballot of Canadian Liberal vote,-1
1590,Egypt Accuses Hezbollah of Plotting Attacks and Arms Smuggling to Gaza,-1
5627,Russian military cargo jet crash kills eleven in Siberia,-1
3613,Napster founder Shawn Fanning introduces new file-sharing project,-1
11559,Obama Faces Pressure to Strike Firmer Tone on Iran,-1
3463,International pressure mounts on Guinean military junta to withdraw from elections,-1
15419,President Bush says U.S. will defend Taiwan if attacked by China,-1
1729,Four British Airways executives charged with price fixing,-1
10447,NATO oil tanker torched in Pakistan,-1
11654,Cosmetic Surgery Company Settles Case of Faked Reviews,-1
11170,Dublin gets ready to be rocked once again by U2,-1
6307,Four arrested in Birmingham UK in connection with July 21 attempted bombings,-1
15076,Spirited Rangers Gain a Much-Needed Victory,-1
10704,Pakistan Wins World Twenty20 Championship,-1
5451,Childhood ibuprofen-triggered asthma a concern,-1
10654,"With a Reunion Up Next, Bush Eases Back Into the Public Eye",-1
2431,"20 years on: Sioux City, Iowa remembers crash landing that killed 111",-1
11785,"After Criticism, CNBC Still Trusts in Cramer",-1
12619,Hard Fouls and Loose Elbows Spark Syracuse in Second Half,-1
5893,L.S.U. Rallies to Win Game 1 of College World Series Finals,-1
3513,Chris Hughton appointed permanent manager of Newcastle United,-1
7993,Fugitive arrested in connection with January murder in Pennsylvania,-1
10748,Data Suggests That Recession May Be Near Bottom,-1
279,The Latest Precocious Teenager Loses,-1
10134,Antigua Dismisses Regulator Charged in Stanford Case,-1
4743,Giant Lego man found in sea,-1
13930,Japanese Prime Minister Yukio Hatoyama to resign,-1
11094,Doctors who treated John Ritter cleared of negligence lawsuit,-1
3269,S.E.C. Ends Its Case Against Kozlowski and Swartz of Tyco,-1
6959,United States Justice Department opens investigation into White House leaks,-1
4356,Overhaul of Florida Voting Rules Is Proposed,-1
12669,Thirty die in car accidents during Bicentennial of Chile celebrations,-1
4483,"Even as a Support Rider, Armstrong Receives Most of the Attention",-1
5566,Pettitte and Rivera Set a Record Together,-1
1150,Turmoil Stalls Phuket Vacation Home Boom,-1
14952,Cheers for Marta in Debut of W.P.S.,-1
10029,Researchers to launch expedition to find remains of Amelia Earhart,-1
13364,Brazilian Police Arrest Dozens in Drug Rings,-1
14163,2008 TaiSPO & Taipei Cycle: A reunion with more opportunities,-1
7749,Powerful Forces Are at Work Inside the Physics of Hitting,-1
48,Suspect in model Jasmine Fiore's murder found dead,-1
1290,Police Chief Plays Down I.R.A. Groups in Ulster,-1
2928,Wider Drug War Threatens Colombian Indians,-1
11072,"In Ohio, a Growing Market for the Mexican Drug Trade",-1
11379,"Gaddafi loyalists go on offensive, rebels pushed back",-1
4109,O.J. Simpson named suspect in robbery,-1
11675,Hairs Provide Clues to Shifts in Elephant Diet,-1
7994,"Pinned Down, a Sprint to Escape Taliban Zone",-1
4156,"North Carolina terrorist ring broken up, seven arrested",-1
9368,United States helped Kyrgyz pro-democracy programs,-1
1085,'Criminal in uniform': Senior London policeman jailed for attempting to frame Iraqi,-1
4350,Early reports indicate massive blizzard to strike northeastern portions of US late Thursday,-1
12494,"Large earthquake hits Southern Peru, one killed",-1
15851,G8 finance ministers agree on deal to relieve debts of 18 poorest nations,-1
2438,"Palestinian state set to be abandoned, says Erekat",-1
10021,European Parliament agrees on unified airspace,-1
15,"New year introduces Illinois texting while driving ban, among other laws",-1
15663,Tropical Storm Andres is designated,-1
1076,"Hezbollah strengthening, according to Israeli Defense Minister",-1
10611,Girls Aloud win Popjustice £20 Music Prize,-1
54,"Islamist militia driven out of Mogadishu, vow to keep fighting",-1
4358,"6 Olympians, Including 2 Medalists, Fail Doping Reanalysis",-1
6965,Network Rail employee arrested in connection with Cumbrian train crash,-1
11728,"Bomber Strikes in Pakistani Mosque, Killing Dozens During Prayers",-1
12889,New video game genre promises to 'boost psychological health',-1
15861,Palestinian poet Mahmoud Darwish dies at age 67,-1
7756,The Early Days of Toxicology: Poisonous Powder,-1
4696,A Campaign for Quaker Looks to the Bright Side,-1
3665,English Club Is Accused of Helping Bitter Enemy,-1
8728,Emirates jet tail strikes runway during takeoff at Melbourne airport,-1
15189,"On Some Subjects, Athletes Prefer a Silent Approach",-1
6550,Running a Business After Doing Time,-1
2070,New Zealand Government announces record surplus,-1
1283,Parajet Skycar expedition takes off from London to Timbuktu,-1
8550,Vermont Holds Hearings on Same-Sex-Marriage Bill,-1
498,"As Mexico Border Tightens, Smugglers Take to Sea",-1
8935,"Two suspected terrorists arrested in Mumbai, India",-1
15943,Jessica Watson becomes youngest solo sailor to sail the world,-1
14112,Visa of Brazilian killed in London reportedly expired two-years ago,-1
10978,Citigroup Considering Reverse Stock Split,-1
2004,"NHL: Penguins defeat Thrashers, catch Devils",-1
5162,The Cowboys Win a Wild One,-1
15254,"God, Firearms and America Come Together at a Church in Kentucky",-1
13816,Tennis star Sharapova out of Olympics,-1
12565,A Magazine Just for You Arrives With Glitches,-1
6605,Russian spy deported out of Canada,-1
11498,"Door to Door as Mormon Missionaries, Then as Salesmen",-1
12990,Resolution of Inquiry into pre-Iraq war U.S.-U.K. correspondance fails by one vote,-1
9028,"20,000 Californian state workers may lose their jobs",-1
4563,"'Vulture' Investors Eye Bad Assets, but Warily",-1
12560,S.E.C. Seeks Ruling in Reserve Primary Fund Case,-1
5561,Flying in the Dark on Fare Sales,-1
11987,President Bush claims critics are rewriting Iraq war history,-1
981,European Union gives Iran two more weeks to comply with UN resolution,-1
13141,Typhoon Parma threatens Taiwan,-1
9288,Israel completing Gaza withdrawal,-1
9467,Sony Posts First Annual Loss in 14 Years,-1
3027,US will remove 'terror' tag on North Korea,-1
9757,"No Tortorella, No Spark, No Way for Rangers in Game 6",-1
11876,Barack Obama elected 44th President of the United States,-1
3488,São Paulo crowned Copa Libertadores champions,-1
8963,Pakistan Rehearses Its Two-Step on Airstrikes,-1
2516,Data Shows China Relies More on Growth at Home,-1
15004,Worm Infects Millions of Computers Worldwide,-1
13601,"US job cuts last month highest since 1974, unemployment rate rises",-1
13895,How the Media Wrestle With the Web,-1
2340,Children of Men wins Scripter Award for writing,-1
7537,N.C.A.A. Ban on Lawyers for Athletes Is Ruled Illegal,-1
1765,Two Palestinians reportedly shot dead by Israeli troops,-1
2765,"In Downturn, Marketers Still Rely on New Products",-1
10744,Haiti rescue effort abandoned,-1
14133,Australian Medical Association withdraws from NT Intervention,-1
10001,Washington state lawmaker looks to outlaw handheld cell phones while driving,-1
12483,Manitoba volunteers go to war against Red River flooding,-1
1026,"Train collision kills at least eighteen near Brussels, Belgium",-1
15451,Bulgarian chess grandmaster attempts to break chess record,-1
11128,Serbia Welcomes Biden on Balkan Tour,-1
11406,Big East Veterans Look and Lament,-1
1544,Fireworks found on US domestic flight,-1
3468,"In an Unusual Season, the Jazz Senses a Special Year",-1
7702,Plotting Path in Congress for an Economic Plan,-1
7499,Professional wrestler shot dead in Mexico City; murder investigation launched,-1
2884,Investors Said to Be Less Wary of German Economy,-1
12084,Space Shuttle Discovery STS-114 landing postponed for weather,-1
1352,Allies Ponder How to Plan Elections in Afghanistan,-1
676,Rachel Alexandra to Face Colts In Haskell,-1
11514,Oracle Tops Forecast and Declares Dividend,-1
14505,World Health Organization calls for ban on tobacco ads,-1
13160,New Objections May Delay G.M. Exit From Bankruptcy,-1
7638,Thai PM promises action on suspected militants,-1
15739,Online purchases boom in Romania,-1
4965,South African government appeals for calm after death of white supremacist,-1
1793,"Number of cholera cases in Zimbabwe reaches 80,000",-1
1163,California county's corporate anti-electioneering measure abandoned,-1
15831,VW Cancels Meeting on Porsche Merger,-1
5421,Prosecutors Look to Reclaim More Madoff Assets,-1
3952,Hundreds of cyclists take part in 2008 London Naked Bike Ride,-1
13219,Judge orders Baltimore City prison to produce plan for improvement,-1
1693,"Whale kills trainer at SeaWorld in Orlando, Florida",-1
12917,13 arrested in Rhys Jones murder investigation,-1
9451,Evacuated Bristol families return home,-1
15330,"After Hitting Bottom, Boxer Paul Spadafora, 33, Is Trying to Regain the Top",-1
1892,"Like Bats, Shrews Let Echoes Be Their Guide",-1
4321,Conrad Black loses appeal against fraud conviction,-1
5437,Canadian jazz star Diana Krall gives birth to twin boys,-1
3021,"UEFA Champions League: April 9, 2008",-1
5211,Sweden suspends commercial flights to Iraq amid allegations of attempted shootdown,-1
6606,Former Yugoslavian president Slobodan Milosevic found dead in his cell,-1
4178,Head of US Minerals Management Service resigns following BP oil spill response,-1
1186,Woman dies when pet camel tries to mate with her,-1
8666,France Tries to Speed Up Merger of 2 Banks,-1
11263,American guru Joseph M. Juran dies at age 103,-1
11751,Hewitt Shrugs Off 55 Aces to Beat Karlovic,-1
9192,Savings Plan: 5 Smart Steps,-1
2863,Ukrainian journalist Gongadze's skull may have been found,-1
8496,Medicare System Overhaul Proposed by Two Senators,-1
2294,"With Top Pick, Islanders Choose Goal Scorer in Tavares",-1
12551,"Christchurch, NZ man admits murdering wife and neighbour and having sex with bodies",-1
156,Somali radio stations stopped from playing music by Islamist militants,-1
3099,"Japan, Australia draw in World Cup qualifier",-1
9447,"WWE Raw Results from Cincinnati, OH for September 22, 2008",-1
7881,Six-year-old Egyptian boy contracts bird flu,-1
4876,"Two Great Players, One Great Moment at the British Open",-1
5416,New gambling review could jeopardize UK's 'supercasino' plans,-1
11371,US senator John Ensign resigns from leadership role after admitting extra-marital affair,-1
15074,"Atlanta Thrashers sold to True North Sports and Entertainment, moving to Winnipeg",-1
7691,Justices Explore Role Race May Play in Employment,-1
622,Pennsylvania cop on trial for allegedly murdering girlfriend's estranged husband,-1
8211,Two 10-year-old UK boys arrested for alleged rape of girl aged 8,-1
9629,Boeing 767 cargo plane seriously damaged by fire at San Francisco,-1
6431,Study says young stars 'shoot water bullets',-1
973,Toyota to pay US government $16.4 million over recalls,-1
15816,Some Gaza Strip students to go without textbooks,-1
8816,Toyota Offers Its New Prius in Japan,-1
2858,Pakistan Army Claims Control of Main Swat Town,-1
14254,Tolls may be needed for NSW Pacific Highway upgrade,-1
2114,"Most of Greek workforce participating in a general strike, say unions",-1
5306,Former NBA ref surrenders to charges he bet on games he officiated,-1
11068,Sinn Féin leaders believed to have left IRA Army Council,-1
9005,Japan raises severity level of crisis; efforts to cool damaged nuclear power plant continue,-1
10602,Montana judge frees Barry Beach pending homicide retrial,-1
4007,Nineteen-year sentence for murder handed down to music producer Phil Spector,-1
14058,Frontier to Buy Verizon Lines for $8.5 Billion,-1
11411,Canadian Public Safety Minister: New RCMP commissioner will be hired in June,-1
643,Obama expands Bush's faith-based initiatives,-1
14634,France warns of war with Iran,-1
5026,Harry Potter and the Half-Blood Prince released,-1
308,"Nokia Plans 1,700 Job Cuts as Sales Slow",-1
8786,Iran claims airliners were denied fuel,-1
3674,"Zambian ""porn"" journalist found not guilty",-1
14860,Lakewood Police & SWAT team end standoff with tear gas,-1
12360,Motive in Double Killing 42 Years Ago Is Revealed,-1
9506,At least thirty dead after bus accident in India,-1
15701,Free Internet-Calling Services for Cellphones,-1
9682,Swine flu reported in more countries; WHO warns of possible pandemic risk,-1
225,Hiring of Isiah Thomas Angers Some F.I.U. Faculty Members,-1
7302,2 Top Executives Leave A.I.G. French Unit,-1
12935,Formula One Rivals May Need More Than a Diffuser to Catch Brawn,-1
11055,Condoleezza Rice in Iraq for surprise visit,-1
6705,Two winning British EuroMillions lottery tickets worth £45 million each claimed,-1
79,Leaders Meet Amid Tensions Over Report Of Turkish Plot,-1
11466,Former S. Korean President Apologizes for Scandal,-1
1154,Group of Rich Americans Sues UBS to Keep Names Secret in Tax Case,-1
14170,Cuban talk show accuses U.S. diplomat of helping anti-government groups,-1
11221,"Battered By Storms, Volvo Sailors Reach Qingdao And Cheer",-1
13159,Israeli website reports speculation over U.S. attack on Iran in April,-1
